to *hit (s.o.);(jdn.) schlagen;Conflicts(MSW);Englisch
to *make the worl a safer place;die Welt sicherer machen;Conflicts(MSW);Englisch
to *make trouble;Schwierigkeiten machen, Unruhe stiften;Conflicts(MSW);Englisch
to *put s.o. under close supervision;jdn. unter strenge Überwachung stellen;Conflicts(MSW);Englisch
to *take priority;Vorrang haben;Conflicts(MSW);Englisch
to abolish sth.  --  abolition;etwas abschaffen  --  Abschaffung;Conflicts(MSW);Englisch
to achieve an aim;ein Ziel erreichen;Conflicts(MSW);Englisch
to adapt to sth.;sich an etwas anpassen;Conflicts(MSW);Englisch
to apply for political asylum;um politisches Asyl bitten;Conflicts(MSW);Englisch
to arrest s.o. (for sth.);jdn. (wegen etwas) verhaften;Conflicts(MSW);Englisch
to attack s.o. <--> to defend s.o.;jdn. angreifen  <--> jdn. verteidigen;Conflicts(MSW);Englisch
to blame s.o. (for sth.);jdm. die Schuld (an etwas) geben;Conflicts(MSW);Englisch
to bully s.o.  --  bully;jdn. tyrannisieren  --  Rüpel;Conflicts(MSW);Englisch
to commit a crime;ein Verbrechen begehen;Conflicts(MSW);Englisch
to crash into sth.;auf etwas stürzen / aufprallen;Conflicts(MSW);Englisch
to fine s.o.  --  fine;jdn. zu einer Geldstrafe verurteilen  --  Geldstrafe;Conflicts(MSW);Englisch
to hijack (a plane);(ein Flugzeug) entführen;Conflicts(MSW);Englisch
to injure s.o.  -- injury;jdn. verletzen  --  Verletzung;Conflicts(MSW);Englisch
to kick (s.o.);(jdn.) treten;Conflicts(MSW);Englisch
to kidnap s.o.  --  kidnapping;jdn. entführen  --  Entführung;Conflicts(MSW);Englisch
to kill s.o.;jdn. töten;Conflicts(MSW);Englisch
to opress s.o.  --  oppression;jdn. unterdrücken  --  Unterdrückung;Conflicts(MSW);Englisch
to plot sth.  --  plot;etwas im Geheimen planen  --  Verschwörung;Conflicts(MSW);Englisch
to protest (against sth.);(gegen etwas) protestieren;Conflicts(MSW);Englisch
to react against sth.  --  reaction;negativ auf etwas reagieren  --  Reaktion;Conflicts(MSW);Englisch
to recognize s.o./sth.;jdn./etwas (an)erkennen;Conflicts(MSW);Englisch
to report sth.;etwas berichten / melden;Conflicts(MSW);Englisch
to settle;hier: sich niederlassen;Conflicts(MSW);Englisch
to threaten s.o.  --  threat;jdn. bedrohen  --  Bedrohung;Conflicts(MSW);Englisch
to treat s.o. (well/badly/…)  --  treatment;jdn. (gut/schlecht/…) behandeln  --  Behandlung;Conflicts(MSW);Englisch
tolerance  <--> intolerance;Toleranz, Duldsamkeit <--> Intoleranz;Conflicts(MSW);Englisch
tragedy  --  tragic;Tragödie  --  tragisch;Conflicts(MSW);Englisch
understanding;Verständnis;Conflicts(MSW);Englisch
unkind  <-->  kind;unfreundlich  <-->  freundlich, nett;Conflicts(MSW);Englisch
vandalism  --  vandal  --  to vandalize sth.;Vandalismus, Zerstörungswut  --  Rowdy  --  etwas mutwillig zerstören;Conflicts(MSW);Englisch
victim;Opfer;Conflicts(MSW);Englisch
violence  --  violent;Gewalt, Gewalttätigkeit  --  gewalttätig;Conflicts(MSW);Englisch
violent  --  violence;gewalttätig  --  Gewalt(tätigkeit);Conflicts(MSW);Englisch
vocational training;Berufsausbildung;Conflicts(MSW);Englisch
war on terror;Kampf gegen den Terror;Conflicts(MSW);Englisch
way of life;Lebensstil, Lebensart, Lebensweise;Conflicts(MSW);Englisch
weapon;Waffe;Conflicts(MSW);Englisch
young offender institution;Jugendstrafanstalt;Conflicts(MSW);Englisch
